Tweet,Date of Tweet,Topic,Parent Tweet
"sir, as per Karunanidhi, this is not the job of opposition party. Let them do.","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
#BJPBetrayingTNPeople,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Always on the fieldpower is not an matter.superb sir,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"ஐயா, 
முதலில் audit பண்ண சொல்லங்க
எவ்வளவு வந்தது, எவ்வளவு போட்டிருக்காங்க?
எவ்வளவு வேஷ்ட் ஆனது?
இன்னும் எவ்வளவு வேணும்
எவ்வளவிற்கு டெண்டர் கோரப்பட்டிருக்கிறது?
எப்போது கிடைக்கும்
Critical, non critical எவ்வளவு. கொரானா நோயாளிக்கு மூன்று மாதத்திற்கு பிறகு போடனும்
இவ்வளவு கதை இருக்க","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"#BJPBetrayingTNPeople 
#WhereAreVaccines","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"தொடர்ச்சி
மத்திய அரசு மீது பழி போடுவதற்காக திமுக வின் சதி வேலை
கையிலாகாத அரசு, பதவிக்கு வந்த இவ்வளவு நாள் ஆச்சு இன்னுமொ எவ்வளவு தேவை என்பதை கணிக்கத் தெரியாதா?
சும்மா நாடகம்
ஊடகமும் அதற்கு துணை
உங்களை எவ்வளவு கேள்வி கேட்ட ஊடகம் மொளனமாக இருப்பது ஏன்?
கடைசியில் பலிகடா வாக்களித்தவர்!","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"The world is coming together to fight and defeat #corona.We 
@evoxyz
 have also curated innovative #techsolutions to mitigate this global crisis.Follow us to know more.#DefeatCorona  #FightAgainstCOVID19 #fightagainstcorona #futureofwork #technologynews","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
This is exactly we “the ppl” wantd opposition party to b lk. Evn aftr being the opposition u r nt criticising the TN ruling party fr nt pushing the Cntral gvt fr getting more vaccines. Instead u r taking own initiative to request Cntr fr vaccine. “Opp & rulng wrking fr ppls good”,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Sir, rightly said.After soo much propaganda for vaccination, if it is not available, people are disappointed","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"பச்சோந்தி, திமுக அடிமை. வேஸ்டேஜ் நிறைய தமிழ்நாட்டில்தான் உள்ளது அதை கட்டுக்குள் கொண்டு வர என்ன முயற்சி எடுத்தாய்?","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"If vaccination has to be successful continuous availability has to be ensured. On one side you promote and in reality there is acute shortage. Change of interval between doses, lack of clarity of above 18 vaccination make it difficult to achieve the objective.","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Appreciate your efforts Sir..,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
I appreciate you sir,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
Stil our health minister !! Far beter than water contractor !!! Name board cm !!!,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Kindly reply the reason if possible .. 
Why can't we start to produce Covaxin in chengalpat HLL biotech.. Pls clarify if it is possible what stops govt to give approval?","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
அதிமுக பா.ஜ.கவால் சீரழிகிறது தயவு செய்து அந்த மதவாதம் எனும் பெயரில் குறிப்பிட்ட ஜாதியை தூக்கி சுமப்பவர்களுக்கு அடிமையாகிவிடாதீர்கள் அதிமுக வை காப்பாற்றுங்கள் இல்லையெனில் அடுத்த 10. வருடங்களில் இந்நிலை நீடித்தால் அதிமுக பா.ஜ.வால் அழிந்துவிடும்,"Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
"Sir, The central Government had given 4.20 lakhs vaccines ரெசென்டலி 
@Vijayabaskarofl","Jun 1, 2021",Covid vaccine - Boon or bane,"Hon'ble @drharshvardhan, Sir, with the limited stock of the Covid vaccine in Tamil Nadu, the vaccination is to be halted from 3rd June. At this juncture, I request your kind interference for the smooth supply of vaccines to TN for uninterrupted #vaccination. Thank you! #COVID19"
