Tweet,Date of Tweet,Topic,Parent Tweet,Language
Didn't punjab government applied for this tender ,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
As we move forward the overall situation will improve,"Jun 5, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
"Not just vaccination coverage, my guess is that the DMK is also considered as highly corrupt which might have forced the vaccine manufacturing companies to have second thoughts.","Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
"But Stalin has spoken with Jesse Jackson and got a “keep hope alive”. So, all iz good in Dravida Nadu ","Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
"All Lutyens media were praising TN has best finance minister , now there tender has no takers","Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
"centre should have done a centralized vaccine procurement and distributed to states or companies 
leaving to states is a clear mess up","Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
Have u published this news??,"Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
Was this submitted by PTR .?,"Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,ENGLISH
Reality check for TN CM,"Jun 6, 2021",Covid vaccine - Boon or bane,Tamil Nadu Global Tender For Covid-19 Vaccines Draws A Blank With No Takers. The setback comes in the backdrop of serious concerns already being raised about TN’s poor performance overall in terms of vaccination coverage when compared to other States.,CODE-MIXED
எங்களுக்கு கொரோனாவ விட உங்கள பாத்தா தான்யா பயமே,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
"..மகிழ்ச்சி.
என்னா பயம் பயந்தேன் தெரியுமா..!! அப்பப்பா..! Thanks God..!",May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
நம்ப வேண்டாம் மக்களே  கவனமாக இருங்கள் ,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
இவனுக வேர எடைல சிரிப்பு காட்டிக்கிட்டு,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
அடேய்....,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
Appo etho onnu Periya aapu ready ah iruku makkale ushar.,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
ஒற்றன் வாதகோடரி..,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
ரியல் டெஸ்ட் மேட்ச் முடிந்தது ,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
முதல் தடவை மனுஷன் நல்ல வார்த்தை சொல்ரார்,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
ஏண்டா அதுக்குள்ள முடிச்சு வச்சீங்க 2029 வரைக்கும் ஓட்ட வேண்டியதானே,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
Irukuradhulaye oru keduketta a amaipu na adhu WHO dhan..,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
தயாரிச்ச மருந்து எல்லாம் வித்து போச்சா ,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
Enna da web series maaathiri neengalae start panni neengalae mudinchuduchu nu sollureenga.. nalla sambathichiteenga corona vachu,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
what that means???,May 6,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
is source of Corona been found ?,May 6,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,ENGLISH
neenga avasara nilaiya correct ah arivchiruntha ivlo prachana vanthirukathu la....,May 6,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
Too late .. எங்களுக்கு எப்பவோ முடிஞ்சிசு,May 6,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,CODE-MIXED
இதை பரப்பிய சீனா மீது ஒரு கேச நடவடிக்கை கூட இல்லை.எனவே இந்த சுகாதார அமைப்பையும் முடிவுக்கு கொண்டு வாங்கடா,May 6,Covid vaccine - Boon or bane,#BREAKING | கொரோனா பெருந்தொற்று அவசர நிலை முடிவுக்கு வந்ததாக உலக சுகாதார அமைப்பு அறிவிப்பு #SunNews | #Covid19 | #WHO,TAMIL
Good decision...#WHO,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனாவுக்கான அவசரநிலையை நீக்கியது WHO #WHO | #Coronavirus | #COVID19 | #PHEIC | #TedrosAdhanom,CODE-MIXED
முடிந்த அளவுக்கு ஆட்களை காலி செய்துவிட்டீர்கள் இதுல கொடுமை என்ன என்றால் இதுவரை ஃபிளாட்பாரமே வாழ்க்கை என்று வாழும் பிச்சைக்காரர்கள் கொரானாவிற்கு பலி என்று செய்தி வந்ததே இல்லை,May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனாவுக்கான அவசரநிலையை நீக்கியது WHO #WHO | #Coronavirus | #COVID19 | #PHEIC | #TedrosAdhanom,TAMIL
"Thanks 
@USER_50
 ",May 5,Covid vaccine - Boon or bane,#BREAKING | கொரோனாவுக்கான அவசரநிலையை நீக்கியது WHO #WHO | #Coronavirus | #COVID19 | #PHEIC | #TedrosAdhanom,CODE-MIXED
Irregularities in OMR apollo Chennai,Apr 28,Covid vaccine - Boon or bane,"#BREAKING | இந்தியாவில் இன்று ஒரே நாளில் 7,533 பேருக்கு கொரோனா! #COVID19 | #Coronavirus | #WearAMask",ENGLISH
"An appeal :

An humble  appeal and compliants

Dear Honorable sir

We highly respected Apollo and our medical Industry

Greetings

I was consulted 13th April with Cardiologist  and then as advised admitted Apollo Speciality Hospital perungudi OMR on 15th April and cardio",Apr 28,Covid vaccine - Boon or bane,"#BREAKING | இந்தியாவில் இன்று ஒரே நாளில் 7,533 பேருக்கு கொரோனா! #COVID19 | #Coronavirus | #WearAMask",ENGLISH
"procedures done perfectly.

No regrets and no complications and complaints.

Once the procedure done then was put in safety recovery icu

There

The blankets were givem to me with huge negligence with blood stains old some patients which was highly un hygienic.",Apr 28,Covid vaccine - Boon or bane,"#BREAKING | இந்தியாவில் இன்று ஒரே நாளில் 7,533 பேருக்கு கொரோனா! #COVID19 | #Coronavirus | #WearAMask",ENGLISH
"After complaining this was removed by culprit nurse Jeeva from Kanyakumari

After a day a duty doctor visited in between 2.24 to 3.30 pm name unknown but who came to inside started mis behavior with me and with abusive language then started manhandling me",Apr 28,Covid vaccine - Boon or bane,"#BREAKING | இந்தியாவில் இன்று ஒரே நாளில் 7,533 பேருக்கு கொரோனா! #COVID19 | #Coronavirus | #WearAMask",ENGLISH
"Luckily other witness patients pushed him back then he left

I had witnessed all these and requested a s meet with this duly doctor by request to Ms Ratna and Ms Nandini and Ns Anna  but all ignored with full negligence. Even no courtesy to call or apologize",Apr 28,Covid vaccine - Boon or bane,"#BREAKING | இந்தியாவில் இன்று ஒரே நாளில் 7,533 பேருக்கு கொரோனா! #COVID19 | #Coronavirus | #WearAMask",ENGLISH
